Campaign_ID,Campaign_Name,Channel,Region,Start_Date,Budget_USD,Leads_Generated,Conversions,ROI_Percent,Status
CMP-02921,New Year Promo,SOCIAL MEDIA,East ,03-13-2024,7462 USD,3483,,246.66%,Pending
CMP-02922,Holiday Special,,South,2023-11-28,"$34,056",31.0,754.0,27.0,ACTIVE
CMP-02923,SUMMER SALE,Email,,2022/08/11,TBD,2787,N/A,N/A,
CMP-02924,Summer  Sale,Social Media,East ,2023/01/24,38858,N/A,,,Inactive
CMP-02925,Summer Sale,SOCIAL MEDIA,West,11-28-2023,$10663,3425.0,N/A,135.05,ACTIVE
CMP-02926,Black Friday,PPC,NORTH,2022-05-15,N/A,1571,684.0,N/A,active
CMP-02927,Black Friday,Email,East,08-29-2023,TBD,-2678,210.0,,
CMP-02928,SUMMER SALE,Social Media,West,2022/11/22,48463.00,N/A,986,177.69,completed
CMP-02929,Back to School,ppc,NORTH,2023-04-02,46478.00,1729,648.0,,Inactive
CMP-02930,N/A,EMAIL,East,07/12/2023,TBD,1089,,95.71,Completed
CMP-02931,SUMMER SALE,,South,2023/11/22,$38045,4621.0,995,,Pending
CMP-02932,Holiday Special,ppc,West,2024/01/18,22697.0,4237,805.0,N/A,Inactive
CMP-02933,Summer Sale,ppc,NORTH,04/09/2022,N/A,1940,N/A,N/A,Pending
CMP-02934,Black Friday,PPC,South,04-10-2023,,3695.0,N/A,,Inactive
CMP-02935,Summer  Sale,email,South,2023-09-23,N/A,4521,,N/A,ACTIVE
CMP-02936,Summer Sale,Social Media,East ,20/04/2024,42324.0,,334,N/A,Inactive
CMP-02937,N/A,SOCIAL MEDIA,North,2022/08/21,N/A,N/A,428.0,186.0,ACTIVE
CMP-02938,Summer Sale,EMAIL,south,06/02/2023,27283,1786,329.0,147.2%,Inactive
CMP-02939,Summer  Sale,Organic,N/A,09/06/2023,20729,4389,373.0,N/A,N/A
CMP-02940,SUMMER SALE,organic,,22/12/2023,9790.00,N/A,N/A,115.63,Inactive
CMP-02941,black friday,ppc,West,10-15-2023,39622,,826,122.0,
CMP-02942,New Year Promo,EMAIL,NORTH,2023/07/06,15931,N/A,720.0,151.36,ACTIVE
CMP-02943,Back to School,EMAIL,NORTH,2022-08-13,$20962,2157,,86.11,Pending
CMP-02944,black friday,PPC,NORTH,05-27-2022,32915.00,,N/A,187.35,active
CMP-02945,,Organic,,13/04/2024,N/A,N/A,328,196.8,completed
CMP-02946,Black Friday,EMAIL,NORTH,2022/01/24,11613.0,N/A,,215.18,Inactive
CMP-02947,New Year Promo,EMAIL,East,2022-05-23,39004,721.0,633,,Active
CMP-02948,Black Friday,SOCIAL MEDIA,N/A,2022/09/20,12066,,129.0,139.0,Active
CMP-02949,,ppc,N/A,12-21-2023,TBD,N/A,237.0,55.33,inactive
CMP-02950,black friday,ppc,South,2023-08-08,TBD,1637.0,,N/A,Active
CMP-02951,Holiday Special,SOCIAL MEDIA,East ,12/02/2022,24495 USD,,949,289.21,active
CMP-02952,Back to School,Email,N/A,24/04/2022,TBD,N/A,686,264.0,Completed
CMP-02953,black friday,,north,2022-04-27,43846,4456,157.0,N/A,Pending
CMP-02954,New Year Promo,ppc,N/A,09-15-2023,,2536,925,,ACTIVE
CMP-02955,N/A,Organic,West,2023/08/30,11152,1284,268.0,N/A,
CMP-02956,SUMMER SALE,Email,East ,2022-02-15,43419,N/A,630.0,180.61,Inactive
CMP-02957,,email,West,07/08/2022,29640,,553,256.0,completed
CMP-02958,Summer  Sale,PPC,West,07-25-2023,36403,1494,696,294.42,
CMP-02959,Holiday Special,organic,NORTH,19/05/2023,756,3001,843.0,255.2%,Completed
CMP-02960,,,south,2023-09-23,9278.00,4890.0,246.0,13.08%,Completed
CMP-02961,Black Friday,Email,West,2023/10/18,$9100,448.0,464.0,N/A,
CMP-02962,Black Friday,PPC,,2022/08/08,N/A,4974,762.0,54.43%,Completed
CMP-02963,black friday,Organic,,05/05/2024,N/A,2340,873.0,56.37,
CMP-02964,Summer  Sale,ppc,,2022/12/25,"$10,960",,865.0,0.0,ACTIVE
CMP-02965,Holiday Special,,south,2022/08/02,N/A,4551.0,N/A,,inactive
CMP-02966,,Organic,,08-21-2023,N/A,,120.0,116.12,completed
CMP-02967,Summer  Sale,Organic,NORTH,06-04-2024,4866 USD,42.0,,,Completed
CMP-02968,Summer  Sale,,East ,2023-01-01,48307.00,3255,N/A,58.32%,inactive
CMP-02969,Holiday Special,Social Media,,2022/05/26,"$22,142",226.0,,44.18%,inactive
CMP-02970,Holiday Special,SOCIAL MEDIA,,18/06/2024,32783,,N/A,71.7,Inactive
CMP-02971,New Year Promo,EMAIL,south,10-10-2022,49900 USD,1969.0,320.0,268.25%,
CMP-02972,Holiday Special,EMAIL,East ,2023-10-05,28893.0,2852,663.0,211.0,N/A
CMP-02973,Summer Sale,EMAIL,North,2022-03-09,33041 USD,3747,125,79.01%,active
CMP-02974,Summer  Sale,organic,East ,2024-01-06,4025,,N/A,186.88,N/A
CMP-02975,SUMMER SALE,EMAIL,N/A,11/01/2023,17652.00,,172,-4.89,inactive
CMP-02976,N/A,PPC,north,2023/10/05,21506,3811.0,,0.8,
CMP-02977,Summer  Sale,email,N/A,2023/01/14,N/A,4745,924,295.95,completed
CMP-02978,Back to School,ppc,South,06-25-2022,36977 USD,,,N/A,Active
CMP-02979,New Year Promo,PPC,,2023-09-06,25049.00,4899,871.0,189.95,Active
CMP-02980,Back to School,ppc,South,05/11/2023,2277.00,2993,N/A,N/A,active
CMP-02981,Back to School,organic,south,2023/10/13,13635,4645,,173.6,inactive
CMP-02982,N/A,,North,2022-04-26,$41779,982.0,N/A,179.13%,active
CMP-02983,Back to School,PPC,NORTH,2022/03/25,$1316,N/A,790.0,119.0,N/A
CMP-02984,N/A,Social Media,West,23/11/2023,TBD,1160,,150.91,active
CMP-02985,,organic,north,2022/04/11,N/A,912,,,Pending
CMP-02986,New Year Promo,organic,NORTH,18/06/2022,N/A,358.0,819.0,254.07%,N/A
CMP-02987,Back to School,SOCIAL MEDIA,North,2022-08-18,N/A,4701,826,,inactive
CMP-02988,N/A,PPC,East,2022-02-18,"$41,667",3985.0,,N/A,N/A
CMP-02989,black friday,PPC,North,11/06/2023,7431.00,80,N/A,,active
CMP-02990,Summer  Sale,PPC,South,14/02/2024,$47931,,946.0,107.0,
CMP-02991,Summer  Sale,Social Media,north,10-20-2022,23828 USD,N/A,,81.37,Active
CMP-02992,Holiday Special,PPC,South,04-04-2023,27495.00,,N/A,,ACTIVE
CMP-02993,SUMMER SALE,,NORTH,2023-06-14,"$19,663",2597.0,774.0,,completed
CMP-02994,N/A,EMAIL,West,01-26-2022,N/A,4571,243.0,20.35,Pending
CMP-02995,SUMMER SALE,SOCIAL MEDIA,north,13/08/2022,"$32,460",,257.0,,Active
CMP-02996,Back to School,SOCIAL MEDIA,South,07-10-2022,31616.0,3729,,,active
CMP-02997,Summer Sale,Organic,West,15/06/2022,39543 USD,4563.0,N/A,,Completed
CMP-02998,N/A,ppc,north,2022/07/13,TBD,1468.0,162,,Inactive
CMP-02999,SUMMER SALE,organic,East ,2023-12-24,$35087,4928.0,574,144.0,active
CMP-03000,Summer Sale,Organic,NORTH,14/07/2022,43624,,200.0,77.98,Inactive
CMP-03001,Summer Sale,SOCIAL MEDIA,North,28/04/2024,12640.00,1605,886,180.0,N/A
CMP-03002,Back to School,email,East,28/10/2022,N/A,N/A,514.0,N/A,Inactive
CMP-03003,New Year Promo,ppc,N/A,2023/09/27,39830,1200,582.0,N/A,Completed
CMP-03004,Summer  Sale,ppc,East,2022/02/08,$25659,2913.0,215,N/A,N/A
CMP-03005,Black Friday,Organic,,2023-01-02,7485,,996,N/A,Active
CMP-03006,New Year Promo,email,South,03/02/2023,22749,754,19.0,110.0,
CMP-03007,Back to School,EMAIL,N/A,21/10/2023,N/A,746.0,,145.91%,Active
CMP-03008,Summer  Sale,Social Media,north,12/06/2022,N/A,1098,95.0,174.68,active
CMP-03009,black friday,PPC,West,2023-03-28,N/A,2415.0,,40.0,Completed
CMP-03010,black friday,ppc,NORTH,2023/05/22,,,362.0,N/A,
CMP-03011,Holiday Special,PPC,West,28/03/2023,N/A,3145.0,N/A,272.57,N/A
CMP-03012,Summer  Sale,Email,NORTH,04-04-2024,"$49,757",1169.0,708,,Completed
CMP-03013,,organic,North,01-20-2023,15534 USD,3261,,254.0,N/A
CMP-03014,black friday,Email,South,2022/12/23,22993 USD,4939,,76.79,Inactive
CMP-03015,Holiday Special,email,N/A,2023-09-18,TBD,219.0,,,inactive
CMP-03016,SUMMER SALE,SOCIAL MEDIA,north,04-05-2023,40668 USD,,,275.81,Active
CMP-03017,N/A,PPC,N/A,2022/12/01,N/A,4325,N/A,N/A,N/A
CMP-03018,Back to School,Email,north,04-20-2022,,3596.0,,24.0,active
CMP-03019,black friday,,South,24/10/2023,30919.0,3597,898,214.0,
CMP-03020,Back to School,ppc,South,2024/03/31,23494,1670,576.0,106.64,Active
CMP-03021,black friday,SOCIAL MEDIA,South,2023/09/29,10835.00,581.0,N/A,N/A,Pending
CMP-03022,N/A,EMAIL,NORTH,2022-02-10,6489.0,277,496,,completed
CMP-03023,N/A,,N/A,29/03/2024,$31681,3409.0,,N/A,Active
CMP-03024,black friday,EMAIL,N/A,04-27-2023,N/A,450.0,,N/A,completed
CMP-03025,black friday,Social Media,North,06-24-2023,16469,53,102,274.96%,Inactive
CMP-03026,N/A,email,East ,02-12-2022,6778,998,779.0,272.0,active
CMP-03027,Black Friday,Email,,2023/04/20,N/A,530,288.0,N/A,active
CMP-03028,New Year Promo,ppc,South,2023/08/05,17361 USD,N/A,N/A,N/A,Active
CMP-03029,Holiday Special,SOCIAL MEDIA,East ,02-04-2023,"$21,919",2256.0,922,251.79%,
CMP-03030,Summer Sale,ppc,N/A,12-20-2022,$629,,666.0,,Completed
CMP-03031,,ppc,NORTH,2023/05/31,33119.0,1258,410,203.96,Completed
CMP-03032,N/A,Organic,N/A,2023/03/12,"$18,854",N/A,567,144.69,Active
CMP-03033,Back to School,Email,East ,2023/01/31,,1430,647.0,N/A,ACTIVE
CMP-03034,Summer Sale,SOCIAL MEDIA,N/A,2022/05/06,20016 USD,,653.0,N/A,
CMP-03035,Black Friday,email,N/A,04-24-2022,N/A,4112.0,650.0,151.55%,Completed
CMP-03036,black friday,Organic,south,09-21-2022,8894.00,,,96.26,active
CMP-03037,New Year Promo,Social Media,NORTH,2022/08/28,27744 USD,2407.0,567.0,43.38%,active
CMP-03038,SUMMER SALE,email,West,2022/12/24,"$27,843",1085.0,N/A,242.95,
CMP-03039,New Year Promo,Email,West,2024-05-11,N/A,3249.0,,198.32,Inactive
CMP-03040,Black Friday,Social Media,south,2024-02-06,"$42,227",1735.0,,,inactive
CMP-03041,black friday,ppc,North,2023-08-14,25165 USD,,,265.0,Completed
CMP-03042,SUMMER SALE,Social Media,North,2023-11-03,4571 USD,2169,36.0,132.42,completed
CMP-03043,Holiday Special,PPC,N/A,2023/10/21,41689,4310.0,956.0,N/A,active
CMP-03044,Back to School,Social Media,North,04-15-2023,TBD,,,N/A,ACTIVE
CMP-03045,Summer Sale,Organic,NORTH,2024/01/19,7841.0,4146,518,118.04,Completed
CMP-03046,SUMMER SALE,SOCIAL MEDIA,North,12-31-2022,43533.0,,,31.0,N/A
CMP-03047,SUMMER SALE,EMAIL,N/A,01/08/2023,12764.00,,,36.93,ACTIVE
CMP-03048,Black Friday,Social Media,N/A,04-02-2023,18834 USD,N/A,720.0,159.38%,completed
CMP-03049,Back to School,email,East ,13/12/2022,48405,1047,359.0,174.4%,
CMP-03050,,,West,19/04/2022,24014,N/A,826,28.13,Inactive
CMP-03051,Black Friday,,West,15/11/2023,,1163.0,647.0,N/A,Pending
CMP-03052,N/A,,north,2023-05-03,30489.0,2651.0,,267.77,Pending
CMP-03053,SUMMER SALE,SOCIAL MEDIA,north,29/02/2024,N/A,,203.0,255.25%,Active
CMP-03054,N/A,Organic,north,2023/11/09,N/A,,N/A,193.77,Pending
CMP-03055,SUMMER SALE,Email,,2023-01-20,"$45,331",4477,405.0,,Inactive
CMP-03056,Summer  Sale,email,West,2022-04-12,TBD,2602,N/A,222.0,Active
CMP-03057,Summer Sale,email,,13/09/2022,$15631,4504.0,148.0,,completed
CMP-03058,Summer Sale,,West,2024/03/29,5646.00,,,85.46,Active
CMP-03059,SUMMER SALE,,N/A,04-26-2023,8436.00,3441,,259.02,completed
CMP-03060,New Year Promo,ppc,West,29/05/2024,46754,,474.0,242.23,N/A
CMP-03061,SUMMER SALE,Email,N/A,2024/01/07,,,19.0,N/A,Inactive
CMP-03062,Summer  Sale,Organic,south,21/12/2022,9409.00,4066,,9.87,ACTIVE
CMP-03063,N/A,SOCIAL MEDIA,north,14/05/2024,,410,565.0,-7.6,completed
CMP-03064,N/A,Social Media,East ,09/08/2022,$31744,4144.0,572,286.0,Completed
CMP-03065,Summer Sale,Social Media,north,2022/03/17,,65,988.0,,Completed
CMP-03066,Holiday Special,EMAIL,South,08/12/2022,45465.0,N/A,N/A,N/A,N/A
CMP-03067,Black Friday,EMAIL,N/A,24/10/2022,"$8,083",N/A,819.0,233.0,active
CMP-03068,SUMMER SALE,Social Media,South,01/06/2024,,2765.0,610,,ACTIVE
CMP-03069,black friday,PPC,north,06/04/2022,19330,,411,211.0,completed
CMP-03070,,SOCIAL MEDIA,NORTH,03-15-2023,TBD,N/A,222.0,293.98,Completed
CMP-03071,N/A,organic,N/A,04-28-2023,3120,475,348,N/A,
CMP-03072,black friday,ppc,,2023/09/27,TBD,,N/A,14.25%,
CMP-03073,N/A,email,NORTH,2024-06-03,N/A,1108,1000.0,N/A,
CMP-03074,Summer Sale,Organic,N/A,2023-10-09,15986.0,N/A,N/A,130.79,Active
CMP-03075,Summer  Sale,,South,2024-02-07,34563,,36.0,218.0,Completed
CMP-03076,Black Friday,,West,05/12/2023,3972,,N/A,208.0,ACTIVE
CMP-03077,N/A,,East ,04-24-2023,N/A,2912.0,488,20.68,N/A
CMP-03078,black friday,Social Media,East ,2022/02/25,"$39,094",1845.0,,19.89,active
CMP-03079,N/A,Organic,,2023/06/17,36020 USD,4680.0,18,,Active
CMP-03080,SUMMER SALE,PPC,NORTH,2022-04-07,18363,,864,,Completed
CMP-03081,SUMMER SALE,,,24/02/2022,47161 USD,3420,31.0,73.85,Pending
CMP-03082,Summer  Sale,,North,11-05-2022,,4446,146.0,129.08%,Inactive
CMP-03083,SUMMER SALE,Organic,South,15/10/2022,8396.0,4195,,163.0,Pending
CMP-03084,Black Friday,PPC,North,02-02-2022,38312.00,391,888.0,N/A,Active
CMP-03085,Holiday Special,PPC,West,2024/03/28,$47871,1675,,N/A,Inactive
CMP-03086,,Organic,East,2024-05-15,N/A,4960,,215.55,Pending
CMP-03087,Black Friday,,East,05-23-2023,$36019,N/A,,N/A,Pending
CMP-03088,Back to School,PPC,NORTH,2023-12-05,43913.00,4806,N/A,,Inactive
CMP-03089,New Year Promo,,South,10-10-2022,,2592.0,N/A,231.45%,N/A
CMP-03090,,,South,2023/11/24,8559 USD,4839.0,874.0,234.2,N/A
CMP-03091,,Email,North,11/05/2022,,,344.0,,active
CMP-03092,Summer Sale,email,East ,2023/07/13,33314,,,248.0,Inactive
CMP-03093,Holiday Special,EMAIL,north,05-14-2023,"$39,967",63.0,144.0,N/A,inactive
CMP-03094,Back to School,,south,2023/01/17,35319.00,2684,N/A,265.0,Completed
CMP-03095,black friday,SOCIAL MEDIA,West,2022-01-19,"$15,081",,,N/A,ACTIVE
CMP-03096,SUMMER SALE,Email,East ,10-15-2022,N/A,1903.0,N/A,120.79,ACTIVE
CMP-03097,Summer Sale,email,north,2022-06-05,32041,,538.0,199.86,N/A
CMP-03098,Summer  Sale,Organic,East ,05/05/2023,43625.0,1663.0,741.0,153.0,inactive
CMP-03099,black friday,organic,East ,20/03/2024,N/A,1723,444.0,,Completed
CMP-03100,Summer Sale,,East ,03/05/2024,N/A,,136,N/A,inactive
CMP-03101,Summer  Sale,Organic,North,14/11/2023,"$14,171",4868.0,,7.83%,Completed
CMP-03102,black friday,PPC,north,2022-04-01,N/A,3639.0,N/A,288.17%,Pending
CMP-03103,Black Friday,EMAIL,North,2023/01/03,TBD,4703.0,222,,Active
CMP-03104,Holiday Special,PPC,,2022-05-01,"$46,977",2290,N/A,48.0,inactive
CMP-03105,Black Friday,EMAIL,north,2024/04/23,49933.0,1156,409.0,282.77%,ACTIVE
CMP-03106,Back to School,EMAIL,north,2022/12/23,TBD,N/A,143.0,277.91%,inactive
CMP-03107,Summer Sale,Email,East ,2023/09/29,28922 USD,,,203.93,ACTIVE
CMP-03108,N/A,,West,2022/12/20,25056.00,N/A,,181.77,Active
CMP-03109,Summer  Sale,EMAIL,N/A,13/04/2023,,N/A,747,224.42%,active
CMP-03110,,Email,East,04-17-2023,N/A,3436.0,N/A,205.0,Active
CMP-03111,SUMMER SALE,email,north,2023-01-22,TBD,576,,N/A,Pending
CMP-03112,SUMMER SALE,ppc,north,21/12/2022,"$38,866",,,282.6%,Completed
CMP-03113,N/A,EMAIL,NORTH,2022-10-14,12921 USD,4707,N/A,114.63%,Active
CMP-03114,SUMMER SALE,Organic,East ,2022-12-01,,4896,N/A,244.89,Inactive
CMP-03115,,SOCIAL MEDIA,North,2023-12-23,4684.0,203.0,813.0,61.05,ACTIVE
CMP-03116,,organic,East ,2023/09/09,9344.0,60.0,,7.0,
CMP-03117,Summer Sale,organic,West,2024-02-01,,437,,N/A,
CMP-03118,N/A,Social Media,north,10-06-2022,1512.0,N/A,,132.31%,N/A
CMP-03119,SUMMER SALE,SOCIAL MEDIA,north,04-14-2023,35200,3269.0,28,248.44,Pending
CMP-03120,black friday,Social Media,south,2022-01-11,9578.0,N/A,,256.52,
CMP-03121,Summer  Sale,Email,north,05-23-2024,N/A,3507.0,912.0,56.0,active
CMP-03122,Summer  Sale,SOCIAL MEDIA,N/A,30/09/2022,30755 USD,4862.0,333.0,16.0,completed
CMP-03123,Summer Sale,PPC,N/A,03-09-2023,33077.00,1534,233.0,15.0,Pending
CMP-03124,black friday,PPC,West,2023/05/12,TBD,893.0,7.0,270.94,ACTIVE
CMP-03125,Back to School,,north,2024-02-26,14084.0,1606.0,N/A,,completed
CMP-03126,N/A,Organic,,2024-02-18,49515,4536,,,active
CMP-03127,,ppc,North,04-05-2022,TBD,2728,573,288.03,ACTIVE
CMP-03128,Black Friday,SOCIAL MEDIA,north,2023-06-17,$23277,N/A,94.0,193.92,N/A
CMP-03129,black friday,ppc,,13/05/2024,TBD,,,62.83,completed
CMP-03130,,Organic,,01-05-2023,"$41,019",1872.0,238.0,21.71%,completed
CMP-03131,N/A,SOCIAL MEDIA,East ,2023-10-24,$35004,2556.0,561.0,,inactive
CMP-03132,Back to School,email,South,11-06-2023,$5878,1613,834,283.33%,N/A
CMP-03133,Back to School,SOCIAL MEDIA,NORTH,13/04/2023,"$29,703",1856,N/A,226.73,completed
CMP-03134,New Year Promo,ppc,north,07-14-2023,44165.00,1614,,,Active
CMP-03135,,SOCIAL MEDIA,North,2024/06/05,"$13,299",4707,N/A,N/A,Pending
CMP-03136,Summer Sale,Organic,South,03/06/2023,"$49,047",2693.0,38.0,88.04,Pending
CMP-03137,SUMMER SALE,PPC,north,19/03/2023,20899,546,N/A,4.87,completed
CMP-03138,Black Friday,SOCIAL MEDIA,NORTH,30/11/2022,16585,,390.0,19.64,Inactive
CMP-03139,Holiday Special,Social Media,south,01/05/2023,TBD,2212.0,90.0,73.0,Inactive
CMP-03140,,Social Media,East ,2023/01/19,42597.00,2824.0,367,76.73,
CMP-03141,Back to School,organic,N/A,28/05/2024,N/A,N/A,743,252.0,ACTIVE
CMP-03142,N/A,Social Media,,04-27-2024,N/A,1391,906,N/A,Active
CMP-03143,black friday,SOCIAL MEDIA,NORTH,2022-12-15,15973,,366,199.0,Inactive
CMP-03144,Back to School,Email,North,2022/07/01,42321.0,N/A,187.0,N/A,Pending
CMP-03145,Back to School,PPC,,02-15-2022,N/A,,863.0,40.93,
CMP-03146,Summer Sale,ppc,West,2023/07/31,12940,790,355.0,N/A,Active
CMP-03147,Summer Sale,EMAIL,north,2023/09/30,10745,2574,715.0,,Inactive
CMP-03148,Black Friday,email,,2023/01/11,"$20,847",2954.0,438,3.07,Pending
CMP-03149,N/A,SOCIAL MEDIA,West,2023/01/04,40425.0,,945.0,83.0,Pending
CMP-03150,Black Friday,,NORTH,2024/06/07,21607.00,N/A,,22.0,Pending
CMP-03151,Back to School,organic,West,2023/03/15,N/A,477,3,41.97%,active
CMP-03152,Back to School,SOCIAL MEDIA,East,03-17-2022,19324.0,,N/A,79.45,active
CMP-03153,N/A,email,north,11/12/2023,24225.00,1762.0,,,Completed
CMP-03154,,email,NORTH,2024/03/19,28023,3543,587.0,240.85%,ACTIVE
CMP-03155,SUMMER SALE,,south,2023-03-02,$1626,318,166.0,265.95%,Pending
CMP-03156,Black Friday,PPC,South,2024/05/30,"$39,579",,,20.6%,completed
CMP-03157,black friday,PPC,South,10-30-2022,N/A,871,,N/A,inactive
CMP-03158,N/A,Email,South,2023-11-27,42368 USD,N/A,,47.72,completed
CMP-03159,Holiday Special,Organic,East ,2023-11-28,,4609,,127.77%,Completed
CMP-03160,Black Friday,ppc,NORTH,12-15-2022,TBD,3844.0,N/A,-7.95%,
CMP-03161,Summer  Sale,email,North,2023/09/30,$33846,4912,493.0,N/A,Pending
CMP-03162,Back to School,organic,South,2023-08-07,TBD,3769,177.0,288.6,Active
CMP-03163,Black Friday,ppc,south,2022/04/26,,N/A,,N/A,Active
CMP-03164,Summer  Sale,EMAIL,,2023/02/23,TBD,3022,275.0,11.58,Active
CMP-03165,Black Friday,SOCIAL MEDIA,East ,2022/09/17,,,767.0,N/A,N/A
CMP-03166,Back to School,Email,East,04-18-2023,TBD,,N/A,,inactive
CMP-03167,New Year Promo,email,South,09-26-2022,$22351,1382.0,443,121.52,Pending
CMP-03168,Summer Sale,SOCIAL MEDIA,North,2023-10-31,21272.00,,806,163.09,active
CMP-03169,Holiday Special,PPC,East ,2023/12/06,14863.00,591.0,N/A,83.99,ACTIVE
CMP-03170,New Year Promo,SOCIAL MEDIA,south,2022/08/05,"$1,359",2076,,,active
CMP-03171,black friday,organic,south,09/02/2024,,4121,582,159.91%,Completed
CMP-03172,black friday,Organic,South,23/09/2022,N/A,13.0,N/A,N/A,active
CMP-03173,Black Friday,ppc,East ,2022-03-21,31248.0,1931,,268.0,N/A
CMP-03174,Summer Sale,SOCIAL MEDIA,West,2023/04/24,"$23,148",3012,504.0,1.0%,active
CMP-03175,Back to School,PPC,south,2023/01/27,18300.00,550.0,71,101.0,active
CMP-03176,N/A,SOCIAL MEDIA,East,2022/05/25,$43492,3014.0,18.0,262.96%,ACTIVE
CMP-03177,Black Friday,ppc,,10-18-2023,,3539.0,,119.8%,
CMP-03178,Holiday Special,ppc,East,08/07/2022,14429,1772.0,,215.0,N/A
CMP-03179,Holiday Special,EMAIL,,2022/12/30,30389.0,1812,685.0,N/A,ACTIVE
CMP-03180,Holiday Special,Social Media,East,2022-07-20,"$21,698",N/A,515.0,,Active
CMP-03181,New Year Promo,,North,07-14-2022,$37929,135.0,389.0,N/A,ACTIVE
CMP-03182,New Year Promo,Social Media,East,2024/06/13,17637.00,N/A,N/A,179.47,ACTIVE
CMP-03183,New Year Promo,Organic,East ,2023/06/11,$46981,1904.0,499.0,230.21,inactive
CMP-03184,,Email,East,2023/10/19,$44165,4939,303.0,78.0,
CMP-03185,,ppc,,2022/05/07,48932.0,,998.0,113.0,Completed
CMP-03186,,EMAIL,south,2023/12/29,$5194,N/A,391,198.45%,Pending
CMP-03187,SUMMER SALE,,north,2023-09-06,36358,3469.0,56.0,N/A,Inactive
CMP-03188,New Year Promo,,West,26/01/2022,15858,4696,893,205.21,Completed
CMP-03189,New Year Promo,email,North,19/03/2024,TBD,1229.0,553.0,199.48,Inactive
CMP-03190,Summer  Sale,EMAIL,N/A,2024/02/21,N/A,4928.0,N/A,293.89%,active
,N/A,SOCIAL MEDIA,East,2022/05/14,27245.00,2094.0,,N/A,Completed
CMP-03192,Black Friday,SOCIAL MEDIA,north,10-14-2023,$37595,N/A,144,43.68,Inactive
CMP-03193,Summer Sale,organic,NORTH,01/09/2022,38839.00,689.0,118,207.0,completed
CMP-03194,Summer Sale,ppc,North,04-11-2023,37951,2312.0,451,246.0,inactive
CMP-03195,N/A,SOCIAL MEDIA,NORTH,2024-02-20,,4848,N/A,240.76,inactive
CMP-03196,Black Friday,Organic,West,16/05/2022,N/A,114,N/A,210.7,active
CMP-03197,New Year Promo,PPC,,05-23-2024,39885,1053.0,215.0,98.48%,
CMP-03198,Black Friday,Organic,NORTH,03-17-2024,TBD,2250,842.0,42.89,Inactive
CMP-03199,Summer  Sale,Social Media,south,06-18-2023,$45401,4513,937,,completed
CMP-03200,SUMMER SALE,email,south,2023/10/12,33882 USD,,984,156.73,active
CMP-03201,Black Friday,Organic,N/A,2024/04/16,N/A,778.0,N/A,154.0,ACTIVE
CMP-03202,,Social Media,north,20/03/2022,N/A,,998,-6.09,ACTIVE
CMP-03203,Summer Sale,organic,North,09/07/2022,$6684,2441.0,318,247.61%,Active
CMP-03204,Holiday Special,Organic,East ,04-21-2023,10113 USD,3380.0,954,226.0,N/A
CMP-03205,Summer  Sale,email,West,10-11-2022,$973,2982,202,N/A,completed
CMP-03206,black friday,Social Media,,2023/12/03,,2546.0,690.0,237.0,inactive
CMP-03207,Holiday Special,organic,South,2023-06-09,,,,7.28%,ACTIVE
CMP-03208,New Year Promo,Social Media,West,2024/03/10,,1251.0,N/A,,Pending
CMP-03209,,PPC,West,2022-03-11,,3469.0,N/A,65.26,inactive
CMP-03210,Summer  Sale,email,south,06-10-2023,48121,,N/A,17.39%,completed
CMP-03211,SUMMER SALE,Organic,NORTH,2022/04/14,,N/A,791,291.05%,Active
CMP-03212,N/A,Email,south,04/10/2023,N/A,N/A,,,N/A
CMP-03213,Summer Sale,email,West,12-22-2022,TBD,N/A,688.0,219.53,ACTIVE
CMP-03214,New Year Promo,PPC,East ,2023/09/10,"$35,901",1014,66.0,58.0,active
CMP-03215,Holiday Special,Email,North,2022/09/11,28049.00,4646,,,Active
CMP-03216,,organic,N/A,2022-02-08,40522,N/A,753.0,164.72%,completed
CMP-03217,Summer  Sale,EMAIL,South,13/06/2023,34689.00,4346.0,389.0,N/A,Inactive
CMP-03218,black friday,,N/A,2022/03/10,"$46,989",4896,,279.34,completed
CMP-03219,Holiday Special,organic,East ,2023-04-19,$44514,1132.0,N/A,,Active
CMP-03220,,ppc,south,02-11-2022,28677.00,4376,975.0,N/A,N/A
CMP-03221,SUMMER SALE,Email,South,2022-08-20,N/A,,858,82.63,active
CMP-03222,N/A,SOCIAL MEDIA,West,20/07/2023,$36271,N/A,,137.17,active
CMP-03223,New Year Promo,email,,11/11/2023,32057.0,388.0,11.0,,completed
CMP-03224,Back to School,PPC,South,2024-02-05,39419 USD,3170,N/A,238.67,N/A
CMP-03225,Summer  Sale,EMAIL,South,12-13-2023,$26504,3812.0,381,18.73,
CMP-03226,New Year Promo,ppc,N/A,2023/12/11,9215 USD,275,N/A,225.01,
CMP-03227,Summer Sale,SOCIAL MEDIA,NORTH,2022-10-08,,,N/A,N/A,Completed
CMP-03228,Black Friday,,south,08/07/2023,37289,2624,120.0,189.04,Active
CMP-03229,Back to School,PPC,NORTH,16/06/2023,N/A,N/A,N/A,N/A,completed
CMP-03230,New Year Promo,SOCIAL MEDIA,South,02-20-2024,,4600.0,745,N/A,ACTIVE
CMP-03231,N/A,ppc,N/A,07-17-2023,26352,718.0,,,completed
CMP-03232,Summer  Sale,organic,south,2022/04/04,TBD,4018.0,334,17.0,completed
